stime,mode,size,color,date,pool,author,dbid,text
93.45900,1,25,16777215,1671804076,0,1b7619d6,1213939590742962944,10,借你吉言
499.88100,1,25,16777215,1671802469,0,d48ec105,1213926109897766400,10,林俊杰
71.24700,1,25,16777215,1671800356,0,1b3d5008,1213908391907502592,10,这文案写的也太拉了吧
132.42700,1,25,16777215,1671798589,0,244ec45a,1213893563642202112,10,现在你最火
559.81800,1,25,16777215,1671796806,0,b770e0c5,1213878605445363456,10,我没感觉搞笑
787.38900,1,25,16777215,1671795808,0,64f457d4,1213870235384497664,10,谢谢庄嫂
791.57800,1,25,16777215,1671788539,0,2543f7dc,1213809259247179008,10,谢谢虫哥
326.10900,1,25,16646914,1671781662,0,38824e53,1213751572132133376,10,爱新觉罗 难说
682.85800,1,25,16777215,1671781193,0,646f4b9a,1213747637313205504,10,哎呀哎呀，我破防了
623.26400,1,25,16777215,1671780170,0,c4bb670a,1213739056647797760,10,沉默
86.18800,1,25,16777215,1671777903,0,ff35d420,1213720042542299904,10,，欧美    ++
785.35800,1,25,16777215,1671777700,0,c7912d95,1213718333078495232,10,丝滑hhh
727.17800,1,25,16777215,1671777632,0,c7912d95,1213717767610886400,10,hhhhhhhh
680.29800,1,25,16777215,1671777564,0,c7912d95,1213717196673809664,10,好家伙这俩不是..
790.40600,1,25,16777215,1671777423,0,38694e46,1213716013443847936,10,砸！！！
533.08200,1,25,16777215,1671776689,0,4d91384c,1213709854351323904,10,哈哈哈哈哈哈哈哈哈
727.07800,1,25,16777215,1671773300,0,c31203b2,1213681429662547712,10,哈哈哈哈哈哈哈哈
680.81400,1,25,16707842,1671771774,0,8b59736e,1213668627833014784,10,娜扎：救我
472.21700,1,25,16707842,1671771545,0,8b59736e,1213666707571461376,10,哈哈哈 好像
435.70200,1,25,16707842,1671771503,0,8b59736e,1213666355543364352,10,冥场面打开
366.42300,1,25,16777215,1671762161,0,505751c9,1213587981433280000,10,笑死
558.38500,1,25,16777215,1671761126,0,16c80747,1213579302478895872,10,仿佛看到了陈百祥在，虽然长得并不像
795.40600,1,25,16777215,1671759875,0,699454e0,1213568806316850176,10,谢谢庄嫂
88.60400,1,25,16777215,1671718902,0,53182d12,1213225099050962688,10,豹豹可以爱我吗
229.91600,5,25,15138834,1671716302,0,a6e046d3,1213203289962184448,10,人家薛平贵好歹是皇室后裔啊
573.94100,1,25,16777215,1671713153,0,699f03cb,1213176877590695424,10,魏翔可是开心麻花的核心成员
697.01600,1,25,16777215,1671712013,0,283d7f40,1213167315869560832,10,娜扎能忍住就说明演技不错
682.75300,5,25,15138834,1671709074,0,e81d198,1213142661599404288,10,他这一脸陶醉的表情
335.27800,1,25,16777215,1671708642,0,356a77dc,1213139037720854528,10,《难说》
701.61100,1,25,16777215,1671706873,0,e4ea0b90,1213124194045397760,10,摔碗真的太好笑了
722.50100,1,25,16777215,1671702125,0,be0aa7ad,1213084365060434944,10,我妈以前就这样
520.69000,5,25,16776960,1671698063,0,b4734551,1213050293663639040,10,这部电视剧全程是梗，笑死
450.74300,5,25,16776960,1671697973,0,b4734551,1213049540417088256,10,童年回忆《程咬金》
448.13000,5,25,16776960,1671697956,0,b4734551,1213049396468424192,10,程咬金，字冬临，号林中俊杰
271.29900,1,25,16777215,1671696355,0,9b9af2a6,1213035962364341760,10,长期营养不良皮肤还这么好，真该亖（doge
681.95100,1,25,16777215,1671696203,0,b6ac7323,1213034691431901184,10,我当时看的可开心了
616.25200,1,25,16777215,1671690749,0,33849fba,1212988936239322624,10,虽迟但到的西八区
77.64000,1,25,13369971,1671688958,0,e919d291,1212973916956778752,10,汪百亿补贴行为
670.17900,1,25,16777215,1671687842,0,6a10ad03,1212964553173033728,10,《老师》
173.16800,1,25,16777215,1671687445,0,19184c29,1212961222182560512,10,然后他就和冯德伦在一起了
766.52600,1,25,16777215,1671685028,0,7a6a9fd5,1212940948452246528,10,苏培盛吗
681.39500,1,25,16707842,1671674228,0,c4741fd8,1212850351418826752,10,演员的信念感么
727.60900,1,25,16777215,1671646242,0,8be5c2c3,1212615583791764736,10,优雅
20.04300,1,25,16777215,1671644788,0,645ec93c,1212603384843203072,10,下雨的夜，冷酷的铁
747.30000,1,25,16777215,1671633610,0,7533e607,1212509625279054848,10,祝大家碎碎平安
723.97200,1,25,16777215,1671631164,0,7a586f7b,1212489102860046336,10,大瑶哈哈哈哈
631.57000,1,25,16777215,1671630918,0,e375b047,1212487037996194048,10,宝娟，我的眼睛
619.19400,1,25,16777215,1671630897,0,e375b047,1212486860174309888,10,宝娟，我的眼睛
779.84800,1,25,16777215,1671621554,0,223653c6,1212408490434267392,10,谢谢虫哥  谢谢庄嫂~
784.02800,1,25,16777215,1671621478,0,acf452f5,1212407849049716992,10,嘿嘿，逗笑我了
537.32600,1,25,16777215,1671619803,0,a0959e99,1212393796537723136,10,怎么回事啊就哈哈哈哈哈哈哈哈
195.84700,1,25,16777215,1671614815,0,7d217de5,1212351958623859456,10,他们都叫我杰哥
122.66200,1,25,16646914,1671613203,0,6b4755c7,1212338431892830720,10,年底一大堆的剪秋宝鹃
488.16600,1,25,16777215,1671611565,0,ce0a1b49,1212324690094453248,10,笑死了，他头上为什么顶着个拖把
320.79800,1,25,52480,1671608278,0,dcec1a5d,1212297123736152576,10,清朝真的好开心啊，哈哈哈哈
211.78900,1,25,52480,1671608168,0,dcec1a5d,1212296201106873088,10,刚才吴镇宇明明快要憋笑而终了
780.63700,1,25,16777215,1671606398,0,245bb775,1212281346240705280,10,没有田文镜我不是很能认可
96.63200,5,25,15138834,1671601930,0,74bb86a3,1212243872064088320,10,瓜6其实一直都很火啊
554.69800,1,25,16777215,1671599097,0,49b99fc2,1212220103739956992,10,这个杀手不太冷静好看的
364.93000,1,25,16777215,1671598834,0,5e60dbc8,1212217902904961024,10,满清早就亡了 还遗臭万年 哈哈哈哈哈哈
305.58500,1,25,16777215,1671598787,0,5e60dbc8,1212217504555188224,10,割地赔款王朝 哈哈哈哈哈
726.16900,1,25,16777215,1671594071,0,57d0049e,1212177940398353920,10,西安人的城墙下是西安人的火车
81.41900,1,25,16777215,1671593746,0,f2066e40,1212175217649451520,10,汪小菲哈哈哈
164.64200,1,25,16777215,1671591853,0,7991f6c1,1212159336110074112,10,道长～我们这里是酒吧～
678.07700,1,25,16777215,1671591497,0,ab9596a9,1212156354018841856,10,救命娜扎她罪不至此啊
789.74800,1,25,16777215,1671588422,0,c6c4611b,1212130560634734848,10,每一期不落我也是！
285.45500,5,25,15138834,1671588113,0,9321685e,1212127965962360320,10,《活字乱刷术》
722.88500,1,25,16777215,1671584098,0,501811d,1212094287790173696,10,厂妹摔碗
774.57000,1,25,16777215,1671584014,0,2a367fd6,1212093577937875456,10,这个哎嘿，让人看了又好笑又难过
558.75900,1,25,16777215,1671555807,0,6ec94036,1211856964481940736,10,一言为定双喜临门
513.67400,1,25,16777215,1671555560,0,8e32998f,1211854886254583552,10,这部剧我看过哈哈哈哈哈
724.05200,1,25,16777215,1671552525,0,605edd3f,1211829431283585280,10,这个得配上那个bgm才有那味儿
583.05900,1,25,16777215,1671551119,0,cfc046ee,1211817639266361600,10,好像陈赫笑死哈哈哈
583.05900,1,25,16777215,1671551111,0,cfc046ee,1211817565622787328,10,好像陈赫笑死哈哈哈
132.76700,1,25,16777215,1671546216,0,5ee5b8d8,1211776506590883584,10,甄嬛传经久不衰
770.64200,1,25,16777215,1671546201,0,3c5c7236,1211776380753531136,10,世宽同志你看看你这个亚子
641.20600,1,25,16777215,1671543417,0,f60945a2,1211753027321733120,10,宝娟，我的眼睛
349.81400,1,25,16777215,1671541887,0,6241034f,1211740192851893760,10,爱新觉罗·难说
788.23400,1,25,16777215,1671538260,0,85431f4a,1211709770399026688,10,谢谢！你也是！
30.39900,1,25,16777215,1671537953,0,301e268,1211707195423742208,10,宝娟我的嗓子
734.43600,1,25,16777215,1671537132,0,80ed198d,1211700304970593536,10,“优雅，真是优雅”出自喜剧作品《少爷和我》
729.29700,1,25,16777215,1671537069,0,80ed198d,1211699777797201664,10,少爷和我真是出圈啊啊
329.51000,1,25,16777215,1671536761,0,cc834eb4,1211697194483267584,10,看谁晋升皇后，看谁打入冷宫
783.92300,1,25,16777215,1671534326,0,a8c9e714,1211676765924488704,10,碎碎平安！！
284.36800,1,25,16777215,1671533260,0,1f787401,1211667820866535424,10,可能她只是单纯喜欢采集吧，，
222.21300,1,25,16777215,1671529816,0,876e1cf2,1211638934761903616,10,王宝钏还真不是传统恋爱脑，要看具体情况啊
87.05500,1,25,16777215,1671528737,0,1bc03e06,1211629886213571840,10,寄居蟹：？？？关我什么事
722.96200,1,25,16777215,1671528061,0,97c89f86,1211624210892836864,10,】“
123.02400,1,25,16777215,1671528025,0,7744c02d,1211623909011741952,10,我永远记得那个“好没本事”的表情包
128.45500,1,25,16777215,1671527184,0,9d03d1cf,1211616851407463424,10,而且瓜尔佳氏文鸳刚好6个字，也可以这么解释
79.47700,1,25,16777215,1671526543,0,78592fff,1211611478520923136,10,救命我小时候觉得好恐怖
269.93800,1,25,10197915,1671522959,0,65969abd,1211581413774694144,10,其实这是她热爱的事业啊！！！
104.90600,5,25,15138834,1671522705,0,55d95db,1211579286549545728,10,现在是我的嗓子
727.29500,1,25,16777215,1671522608,0,415fc547,1211578467486004736,10,哈哈哈哈哈哈哈哈
654.91800,1,25,16777215,1671520552,0,492723d4,1211561218326962688,10,自己画也还可以哈哈哈
726.76600,1,25,16777215,1671517201,0,8354f3cd,1211533110458750208,10,哈哈哈哈哈
422.70500,1,25,16777215,1671515483,0,390f78b,1211518703208878592,10,我以为是李云龙
584.57500,1,25,16777215,1671515320,0,e54b8768,1211517333156589056,10,想起了被小青支配的恐惧
541.09300,1,25,16777215,1671515045,0,1b06214b,1211515025819494656,10,他演的青蛇也超级搞笑
224.90600,1,25,16777215,1671514535,0,efbc193,1211510747528889344,10,主角俩都是恋爱脑
787.34200,1,25,16777215,1671512435,0,4e559157,1211493129539333120,10,冲片尾这一段 三连了
426.26400,1,25,16777215,1671512048,0,9b710a7d,1211489886562064640,10,我从小就看的台配版的
484.19200,1,25,16777215,1671509153,0,b5ef090a,1211465598924489728,10,沐上！（doge
27.02900,1,25,16777215,1671508537,0,c42544aa,1211460429428158720,10,《告发》
118.69800,1,25,16777215,1671507777,0,bb6eb429,1211454057676642816,10,原来瓜6是这么来的
726.97300,1,25,16777215,1671506725,0,e3bc1189,1211445230914578432,10,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
366.10100,1,25,16777215,1671506349,0,e3bc1189,1211442081428648192,10,哈哈哈哈哈哈哈
69.10700,1,25,16777215,1671494144,0,3f7d3a9,1211339699097312000,10,感觉豹豹有点涩涩的捏
379.04200,1,25,16777215,1671490170,0,ffc61b8c,1211306361829667328,10,1
248.92200,1,25,16777215,1671477417,0,f97402ed,1211199383195063040,10,薛平贵的所有苦难都来自王家人
248.90400,1,25,16777215,1671473736,0,a9d81c77,1211168502396814592,10,话说这个的原型戏剧一点恋爱脑成分都没有，完全是王宝钏在做投资的感觉
341.49300,1,25,16777215,1671473056,0,88f7360c,1211162796104993536,10,多少年没听过勾儿的了，小时候姥姥辈这么叫过我
643.73800,1,25,16777215,1671470146,0,6a1e1601,1211138382680619520,10,冷酷的铁水
727.61400,1,25,16777215,1671466669,0,153b8521,1211109217293929984,10,哈哈哈
723.68900,1,25,16777215,1671466662,0,153b8521,1211109162382407424,10,小连招
10.55900,1,25,16777215,1671465555,0,4ecb9a45,1211099872737330176,10,《进步》
350.72200,1,25,16777215,1671464420,0,ff174c1d,1211090351658634240,10,你这个厨萝卜 我宰了你
373.65900,1,25,16777215,1671464011,0,2d292654,1211086924820224512,10,田文静呢
11.60300,1,25,16777215,1671463918,0,a753fda3,1211086142154514432,10,我永远爱《雍正王朝》！
783.11800,1,25,16777215,1671463756,0,80ee0612,1211084783468479232,10,阖家幸福安康长久相伴
724.40900,1,25,16777215,1671458859,0,2e356ae1,1211043704337515264,10,科班摔碗
638.95800,1,25,16777215,1671458730,0,ac48c540,1211042625176778496,10,浣碧可以申请工伤
533.84600,1,25,16777215,1671458037,0,5fc94258,1211036805252810240,10,妈宝男哈哈哈哈哈哈
728.11100,1,25,16707842,1671454397,0,65754c54,1211006273798446080,10,优雅
722.66200,1,25,16777215,1671451485,0,71b31d49,1210981848537180160,10,张国立和蒋雯丽主演的那一部金婚
339.10700,1,25,16777215,1671450451,0,73b161de,1210973169700268544,10,句句名言
292.19800,1,25,16777215,1671450437,0,332146fe,1210973053425814784,10,《难说》难说》
187.92900,1,25,16777215,1671450276,0,bc8865b3,1210971702516191744,10,《jiejie》
663.13300,1,25,16777215,1671449656,0,17cfd278,1210966503130711296,10,为，为所欲为
783.18300,1,25,16777215,1671447699,0,d12fc0cd,1210950082573127680,10,好啦，我是越哥
15.67900,1,25,16777215,1671447325,0,32c55adc,1210946945628217088,10,我最近重看了《宝莲灯》
724.27000,1,25,16777215,1671446861,0,b2872c61,1210943058213295104,10,Gemini老师你怎么在这！
342.95800,1,25,16777215,1671446502,0,2650ea59,1210940042357493504,10,十四最后就是个贝子，大将军王不是实际爵位
721.30900,1,25,16777215,1671445927,0,cd0e6ab2,1210935221332378880,10,哈哈哈哈哈哈啊哈哈哈
650.85300,1,25,16777215,1671445692,0,c3fc12b,1210933252181930752,10,很符合演员本身性格，塑造成功了属实是
619.87900,1,25,16777215,1671445240,0,64ca72f0,1210929456026516480,10,真的是笑容一秒收
440.42900,1,25,16777215,1671444999,0,ac1a2c37,1210927436334811648,10,这阴阳怪气也太可爱了吧
666.62300,1,25,16777215,1671444948,0,c8c08d84,1210927013113092608,10,宝娟，我的眼睛
603.91000,1,25,16777215,1671444237,0,c0f47e,1210921042814667776,10,于谦遇到对手了（bushi）
722.28400,1,25,16777215,1671442495,0,a7fcf72c,1210906430329416192,10,优雅永不过时
279.62000,1,25,16777215,1671441697,0,b92522e9,1210899742142463232,10,挖野菜的表情好嘚瑟
170.44200,1,25,16777215,1671441602,0,65ad4e40,1210898940233352960,10,卧槽这三个人…当年的人好有眼福
369.52300,1,25,16777215,1671441324,0,2c47b66c,1210896608972161792,10,...
689.20800,1,25,16777215,1671440756,0,bf5e4309,1210891844578391808,10,娜扎你怎么想的
528.02700,1,25,16777215,1671440254,0,d92a3b92,1210887631828106240,10,我合理怀疑这编剧副业是给小品写剧本
615.89500,5,25,15138834,1671436889,0,d8e81f36,1210859407525837568,10,剧名叫东八区的西巴们
652.30000,1,25,16777215,1671436362,0,470d95,1210854981704404992,10,菩萨！！！我的眼睛！！！
580.56100,1,25,16777215,1671436275,0,d463d075,1210854256299739392,10,惹 变成老嫂子啦
460.33200,1,25,16777215,1671435725,0,5e8cbbc1,1210849644905965312,10,郭冬临还是别演小品了
68.19600,1,25,16777215,1671432795,0,702b0e0e,1210825063382107904,10,我以为是去年的呢
327.03500,1,25,16777215,1671432456,0,1d6cb1ba,1210822217538089728,10,十万大军:我谢谢你
458.15600,1,25,16777215,1671432322,0,850589e0,1210821094857160960,10,溜子，你去演小品了啊？
555.63700,1,25,16777215,1671428060,0,6ce21f9d,1210785339413688320,10,他的演技真的好！
727.97800,1,25,16777215,1671425907,0,fe843bea,1210767284260530944,10,霸气
695.73400,1,25,16777215,1671423817,0,b51b3b15,1210749752355044864,10,娜扎太缺爱了吧
281.69800,1,25,16777215,1671423120,0,d44f374b,1210743903029242368,10,谁要和你凑合
82.55200,1,25,16777215,1671423044,0,119e53d0,1210743268028140288,10,可他是毛茸茸啊
751.73900,1,25,16777215,1671422494,0,a409ddf,1210738648505689856,10,搞半天我以为是金婚里的镜头呢，哈哈
503.44300,1,25,16777215,1671420580,0,865e83c6,1210722599177730560,10,徐涛老师哈哈哈哈
154.48500,1,25,16777215,1671420193,0,d9fbb115,1210719349246362112,10,彦祖好像我姑父啊
665.13400,1,25,16777215,1671419446,0,2e2e5762,1210713080858869248,10,这是他最想演的吧
639.43800,1,25,16777215,1671418715,0,3702a52,1210706954490520320,10,宝娟，我的眼睛啊啊啊
312.03000,1,25,16777215,1671415891,0,18e810c8,1210683262201181184,10,我觉得这段的核心应该是难说，而不是朕宰了你
651.34800,1,25,16777215,1671415329,0,7ae40b0c,1210678544145941504,10,我当年追过这部剧，救命
748.15100,1,25,16777215,1671414926,0,383349f0,1210675164057307136,10,那换一个丈夫
787.61800,1,25,16777215,1671411959,0,c48bf0d0,1210650280585399808,10,好的，你的三连有了
570.09100,1,25,16777215,1671411178,0,85fb09ba,1210643724032375552,10,注意！主教练正在热身！！！
351.70800,1,25,16777215,1671408365,0,1f223599,1210620126962290944,10,焦晃的台词太好了，真的太好了
561.69600,5,25,15138834,1671383888,0,76a6f588,1210414803911282176,10,还演过《地下交通站》
548.73900,1,25,16777215,1671381569,0,2bd75a6b,1210395344211301888,10,魏翔演技可以的，也很有笑点
304.97900,1,25,16777215,1671381071,0,a62c5358,1210391174184318208,10,烧爆bug的热灶
659.15000,5,25,16707842,1671380442,0,99b75499,1210385896474618368,10,暂停截表情包
559.83500,1,25,16777215,1671379549,0,22ae57af,1210378400305457152,10,我 是 卡 尔
288.73800,1,25,16777215,1671379351,0,36bdff43,1210376741013715712,10,挖野菜不可怕，可怕的是薛平贵登基后王宝玔只活了18天
49.57700,1,25,16777215,1671379313,0,b1b02f17,1210376420308571904,10,表情太精髓
266.86400,1,25,16777215,1671377827,0,3d51f585,1210363956137575424,10,山神：求求你别挖了
750.93100,1,25,16777215,1671376309,0,91dacca0,1210351224579310080,10,接 化 发～
290.94000,1,25,16707842,1671375681,0,242d8f17,1210345953941468928,10,朋友们《雍正王朝》真的很好看！！！我爱四爷！
249.57700,1,25,16777215,1671375389,0,9d29652c,1210343503394109184,10,这个人长得巨像我大学室友
794.64000,1,25,16777215,1671374520,0,f64fe64f,1210336212636679936,10,谢谢虫哥 借你吉言
724.94800,1,25,16777215,1671374404,0,dd117365,1210335245740780800,10,优雅
243.35800,1,25,16777215,1671373689,0,aeef289d,1210329247164482816,10,薛平贵才是冤大头啊喂
452.54400,1,25,16777215,1671373558,0,c6263c91,1210328148206929408,10,明明是中年林俊杰dog
504.37900,1,25,16777215,1671373391,0,9e2cae01,1210326741806032640,10,我还真看过这个剧，哈哈哈
509.97800,1,25,16777215,1671373359,0,655e4eab,1210326479091760640,10,救命，台词一出来我就知道我看过
681.34400,5,25,52480,1671373200,0,d0e9ef94,1210325141251487744,10,靠！隔着屏幕都能闻到口凑
189.43200,1,25,16777215,1671370849,0,ebb5827c,1210305420791691008,10,确实是除了向佐之外的太子了
283.06300,1,25,16777215,1671370540,0,37bdfa65,1210302829449867776,10,咋演的 十八年挖野菜的故事？
99.44500,1,25,16777215,1671370442,0,265adf56,1210302008985530368,10,甄嬛真的震碎三观
581.61500,1,25,16777215,1671370056,0,de9413c7,1210298766008381440,10,跟小月是同门的吧，这相似的魔性笑声
290.86200,1,25,16777215,1671369762,0,8645952f,1210296303624444160,10,卸甲卸甲
432.38300,1,25,16777215,1671369218,0,76763705,1210291738233661952,10,悄悄地进村，打枪的不要
578.93900,1,25,16777215,1671369207,0,6b190013,1210291645967247872,10,看完《杀手》，我哥说的第一句话就是那首粤语歌真好听
9.55900,5,25,41194,1671368858,0,ae6b3153,1210288719090145536,10,东八区凭一己之力毁了一锅粥
134.92800,1,25,16777215,1671368793,0,4753412e,1210288179190716928,10,姐姐 就是现在 你最火了
726.12100,1,25,16777215,1671368023,0,44a9fb02,1210281712874294528,10,优雅永不过时
69.87800,1,25,16777215,1671367462,0,d28c5f91,1210277009524141824,10,那不是爱，是想养宠物谢谢
489.01800,1,25,16777215,1671366953,0,60ef97bc,1210272739991442432,10,我陈知节好歹也是个文化人
727.16000,1,25,16777215,1671366621,0,d0b3e42f,1210269955124286720,10,陪接化发食用更佳哦
795.11200,1,25,16777215,1671366584,0,21710055,1210269645165361920,10,谢谢虫哥和庄嫂 借您吉言
276.10300,1,25,16777215,1671365670,0,2418f0a9,1210261981266083584,10,换个角度，她在反抗封建婚姻
634.95800,5,25,16646914,1671365491,0,2b6abf3f,1210260478706908672,10,《一邪一邪》
723.73600,1,25,16777215,1671365163,0,8cfee9e0,1210257725658182144,10,应该配那个BGM肯定会更丝滑
618.85900,5,25,16707842,1671364983,0,ccafe920,1210256215976738304,10,这个表情包我还以为是阿牛小卖部，原来是张翰啊
552.53900,1,25,16777215,1671364635,0,5a4c5e16,1210253297395493376,10,我觉得杀手很好笑啊，马丽在里面好美
12.08900,1,25,16777215,1671364601,0,880162f3,1210253011922854912,10,《难说》
661.85800,1,25,16777215,1671364467,0,ca9c9b32,1210251883445255936,10,到底是什么样的富婆包的他
234.35000,1,25,16777215,1671363777,0,9cbc9f0e,1210246098451537408,10,这部剧叫《薛平贵与代战》
552.73500,5,25,16765698,1671363571,0,5d1b28c7,1210244367873370880,10,求你们看看他欢乐喜剧人演的青蛇，笑颠了
720.29100,1,25,16707842,1671363565,0,57674285,1210244321358544128,10,脑子里自动播放bgm
110.79100,1,25,16777215,1671363361,0,f6652227,1210242608773846784,10,年底还火了一波宝娟
254.62300,1,25,16777215,1671363069,0,de9d408,1210240155878095360,10,他在争一口气
37.59100,1,25,16777215,1671362492,0,69dfd32b,1210235321045001984,10,每年夏天都会看西游记
108.89900,1,25,16777215,1671361255,0,bb9a4a96,1210224942222912000,10,这一段我都能背了
282.91100,5,25,16776960,1671361227,0,28a6db16,1210224704003134464,10,~难~说~
181.54800,1,25,16777215,1671361102,0,d725e512,1210223655855323904,10,彦祖你的前男友是冯德伦啊
624.61800,1,25,15138834,1671360825,0,db8890df,1210221337277361664,10,山海经之眼影传说
626.57500,1,25,16777215,1671360754,0,fd7d9773,1210220735906535680,10,剪秋，我的头好痛
196.46500,5,25,16776960,1671359624,0,429cc930,1210211256452468736,10,其实这个“三”发音挺准的
475.37900,1,25,16777215,1671358351,0,b88e2e35,1210200581990670336,10,卧槽，真的很像。！！！
658.26100,1,25,16777215,1671357959,0,b873c151,1210197293798639104,10,妈妈，我不干净了
763.65700,1,25,16777215,1671356837,0,503e1f18,1210187878106364416,10,人家夫妻感情没准很好，为什么一定要离婚？领养也可以啊！
101.05100,1,25,16777215,1671356399,0,cb7acc30,1210184203510082048,10,什么时候能等到虫哥版甄嬛？
636.74600,1,25,16777215,1671356181,0,7df88f4,1210182374978037760,10,突然手里的饭不香了
280.09900,1,25,16777215,1671355824,0,ff4e1c45,1210179385957950464,10,我怀疑你是去偷
483.10800,1,25,16777215,1671355104,0,b57a89b0,1210173346755383040,10,我去，我竟然看过
442.16700,1,25,16777215,1671355060,0,b57a89b0,1210172973387228160,10,我好像听的不是这一版欸
721.62800,1,25,16707842,1671355008,0,1269c24b,1210172538420764928,10,她好像在跳舞哦
795.40600,1,25,16777215,1671354493,0,256d2f4d,1210168215846687744,10,借你吉言 快乐暴富
725.41500,5,25,16777215,1671353715,0,4e46918e,1210161696237246464,10,太优雅了
376.18800,1,25,16777215,1671353312,0,4e46918e,1210158314076372224,10,很无聊的梗
792.37900,1,25,16777215,1671353064,0,33824e76,1210156234876205824,10,啊啊啊啊啊啊让庄嫂把所有疫情都砸了吧 发烧中
600.56600,1,25,16777215,1671352505,0,3b244200,1210151541349409536,10,啊？这于老师同意吗？
727.78600,5,25,16707842,1671348992,0,aa23acf8,1210122073050150912,10,B站年度弹幕——优雅
76.47800,5,25,16707842,1671348171,0,aa23acf8,1210115181489916928,10,到处都是与S一家同行
263.93800,5,25,16646914,1671333437,0,6cec37d5,1209991590366819584,10,她竟然挖的还很开心
411.31600,1,25,16777215,1671292512,0,b9c48070,1209648284705008128,10,我擦还以为是ai声音模范说的，原来是真的出自电影台词啊
576.92300,5,25,16777215,1671291326,0,abc7f320,1209638331127034880,10,是你！曾 小 贤
541.87100,1,25,15138834,1671289920,0,414a1f03,1209626543052432384,10,他演小青的时候我就可喜欢他了，贼好笑
358.57100,1,25,16777215,1671288313,0,8b96a247,1209613063012263680,10,原本就很好笑哈哈哈哈哈哈哈
548.61500,5,25,16707842,1671285927,0,49f1b2df,1209593045319061504,10,这部电影硬着头皮看完的，完全笑不出来
678.57500,5,25,16777215,1671285704,0,5eac2b8c,1209591172486878720,10,事实上娜扎也喜欢张翰，就离谱
460.89800,5,25,16707842,1671285647,0,80883131,1209590696776893696,10,脱发的林俊杰
501.70800,5,25,16707842,1671284949,0,e801c040,1209584839926241024,10,抓扔龙爪手
185.38800,5,25,15138834,1671284827,0,e49514b3,1209583816784553728,10,叫太子的话，你应该叫阿瑟
297.78900,1,25,16777215,1671284612,0,51929dfc,1209582009568394240,10,怒斥群臣，朕宰了你，康熙两大名场面（不是）
612.16300,5,25,15138834,1671283661,0,874d1ed6,1209574032438212608,10,该来的还是躲不了
343.56500,1,25,14811775,1671282703,0,1107388c,1209566001428142080,10,这里十四其实有心计的，皇上就喜欢有胆色的硬骨头
59.11300,5,25,16777215,1671278628,0,607c83bc,1209531812238678528,10,腾讯是吧（doge）
457.00400,5,25,41194,1671277880,0,414914cd,1209525539396876032,10,你想听小品还是江南
482.48500,5,25,15138834,1671276639,0,44516448,1209515127674601728,10,徐涛老师早期作品
601.08700,5,25,15138834,1671275108,0,db04e90e,1209502286653681152,10,这段让我想起了被“小舅舅我妈呢”支配的恐惧
724.88800,1,25,15138834,1671274548,0,43f85736,1209497588353668352,10,翩若惊鸿，婉若游龙
395.53400,1,25,16777215,1671273925,0,52708e23,1209492367963505408,10,海绵宝宝几百年了还没背过秘方吗
729.31500,5,25,16777215,1671273689,0,64da903d,1209490381574630656,10,这段很有话剧的感觉，毫不夸张而且很舒服
125.76800,5,25,15138834,1671273189,0,26858c50,1209486189519114752,10,关晓彤：我tm谢谢你啊
95.98300,5,25,16777215,1671272633,0,3db6ddf1,1209481524957933056,10,《一不小心》
334.63200,1,25,16777215,1671271884,0,47fe3d12,1209475246252789760,10,我好像在某个瓜六告发的视频看到过这个片段(错乱)
368.89600,5,25,15138834,1671271747,0,e97d4371,1209474093767024384,10,你还盘点海绵宝宝啊
724.53500,1,25,16777215,1671271011,0,8552d337,1209467922863391488,10,优雅！实在是优雅！
468.93100,1,25,16776960,1671270920,0,6d60a668,1209467155314549504,10,林俊杰：你礼貌吗？
225.42700,1,25,16777215,1671270897,0,ee386683,1209466961772643328,10,王宝钏不全是为了爱情，她如果听从家里的安排下场不会比挖野菜强
218.17100,1,25,16777215,1671270585,0,9a4cb775,1209464343771930368,10,选我吧，绝不背叛
362.39400,1,25,16777215,1671270356,0,f12513c,1209462423812180480,10,阿瑟行为
288.96100,5,25,16777215,1671270248,0,fd8a66db,1209461518068957696,10,承包这张图上的唐老师一秒
425.76500,1,25,16777215,1671269905,0,fd7141c3,1209458640180972544,10,可是央视配的声音好听诶
524.33900,1,25,16777215,1671269768,0,a8123359,1209457497342355200,10,杨幂:你没事吧，你没事吧
199.07800,1,25,16777215,1671269741,0,b503d6b,1209457263249644032,10,生活在国外居然会说小别三这么地道的词笑死我了
780.26700,1,25,16777215,1671269721,0,306cec6b,1209457100385147136,10,完结撒花哈哈哈
2.58400,1,25,16765698,1671269588,0,fe935079,1209455982611528192,10,上一期没喊阿娜达，你知错了吗、
90.99700,1,25,16777215,1671269420,0,75f32037,1209454570757990912,10,实不相瞒小时候看西游记的时候我就觉得这豹子很帅
202.92100,5,25,16707842,1671269383,0,a1c78e64,1209454265345557760,10,本色出演哈哈
278.80600,1,25,16777215,1671269323,0,68e492a0,1209453762196892928,10,18年了整个山都挖空了
45.71900,1,25,16777215,1671269210,0,dd758b20,1209452816146862592,10,长大后真的天天“修仙”（doge）
178.24800,1,25,16707842,1672192641,0,8bd64026,1217199115789063936,9,还是吴彦祖的脸更好看，气质更是拔群
